fname,dialogue,summary,topic
train_6829-rp,"#Person1#: 자, 그럼 내년 마케팅 전략에 대한 설명을 마치겠습니다. 시간을 내주셔서 감사합니다.
#Person2#: 정말 멋진 발표였어요! 솔직히 말씀드리자면, Alex의 전략 개요에 깜짝 놀랐어요. 오늘은 정말 감동받았어요.
#Person1#: 뭐, 별로 대단한 일도 아니에요. 그저 제 역할을 했을 뿐이에요.
#Person2#: 아니에요, 이번에 확실히 발전이 있었어요. 이전 발표와 비교하면 큰 차이가 보여요.
#Person1#: Kristin이 슬라이드 제작을 도와줬어요. 그녀는 파워포인트의 전문가라서 많은 도움이 됐어요.
#Person2#: 그리고 가격 전략에 대한 제 의견을 반영해 주셨네요. 제 제안을 고려해 주셔서 정말 감사합니다.
#Person1#: 네, 정말 유용한 조언이었어요. 좋은 포인트들을 많이 주셨어요.
#Person2#: 정말 멋진 성과를 이루셨다고 말하고 싶었어요. 정말 잘했어요.","Kristin은 Alex의 발표 슬라이드를 도와주었고, #Person2#는 가격 전략에 대한 조언을 제공했습니다. #Person2#는 Alex의 전략 개요에 대해 칭찬하고, Alex는 #Person2#의 조언이 큰 도움이 되었다고 감사의 뜻을 전합니다.",발표 칭찬
train_1090-rp,"#Person1#: 여보세요, Stephanie 안녕.
#Person2#: 안녕 Tom, 어떻게 지내?
#Person1#: 잘 지내, 나 ABC 회사랑 계약했어. 사무실은 어때?
#Person2#: 응, 언제 돌아올 거야?
#Person1#: 지금 가는 중이야, 곧 도착할 거야.
#Person2#: 음, 프린터에 쓸 종이 좀 사다 줄래? 종이가 다 떨어졌어.
#Person1#: 여보세요, 뭐라고 했어?
#Person2#: 지금 들려? 종이 필요하다고.
#Person1#: 뭐라고? 프린터 잉크를 사오라고 했어? 미안, 여기 신호가 잘 안 잡혀. 다시 말해줄래?
#Person2#: 그럼, 필요한 거 정확히 문자로 보낼게.
#Person1#: 알겠어.",Tom은 Stephanie에게 프린터용 종이를 사오라는 요청을 받았지만 신호가 잘 안 잡혀서 제대로 이해하지 못했습니다. 그래서 Stephanie는 필요한 내용을 정확히 문자로 보내기로 결정했습니다.,전화 통화
train_35-rp,"#Person1#: 텔레비전에서 나오는 프로그램들이 지겹네. 오늘 밤에 영화관에 가는 게 어때?
#Person2#: 좋은 생각이야. 시내에 갈까, 아니면 근처에 좋은 영화가 있는지 찾아볼까?
#Person1#: 너무 많은 돈을 쓰고 싶지 않아. 근처 극장에서 상영하는 영화가 뭐야?
#Person2#: 여기 있어, 잠깐만 기다려봐. 여섯 번째 줄에 있는데, 라일톤 극장에서 상영하는 영화가 좋아 보여.
#Person1#: 그곳은 너무 멀고 주차도 어려울 것 같아.
#Person2#: 그럼 그랜드 극장에서 '바람과 함께 사라지다'를 상영하는데 어때?
#Person1#: 그 영화는 몇 년 전에 봤는데, 다시 보고 싶지 않아. 그리고 너무 길어서 자정까지 집에 못 돌아올 거야.
#Person2#: 센터 극장에서는 호러 영화를 상영하는데, 보고 싶지 않아?
#Person1#: 절대 안 볼 거야. 그러면 밤에 잠을 못 자겠어.
#Person2#: 그럼 시내로 가는 걸로 하지 않으면 안 돼.
#Person1#: 안 돼, 그렇게는 안 돼. 분명히 우리가 못 본 영화가 있을 거야.
#Person2#: 여기, 네가 직접 찾아봐. 나는 못 찾겠어.
#Person1#: 이거 봐!
#Person2#: 뭐야?
#Person1#: 텔레비전 시간표에 오늘 밤 야구 경기가 있어.
#Person2#: 영화 광고만 보고 있었네.
#Person1#: 알아, 그냥 봤어. 뉴욕이 보스턴과 경기하네.
#Person2#: 그거 좋아. 나도 보고 싶어.
#Person1#: 그래, 그럼 우리 집에서 보자. 금요일에 영화관에 가는 게 어때?","#Person1#과 #Person2#는 영화를 찾아보려 했지만 좋은 영화를 찾지 못했고, 결국 오늘 밤 야구 경기를 집에서 보기로 결정했습니다.",영화 선택과 대체 계획
train_5501-rp,"#Person1#: 힐다, 너무 바쁘신 거 알지만 혹시...
#Person2#: 왜, 빌?
#Person1#: 공항까지 태워줄 수 있을까 해서.
#Person2#: 지하철로 가면 안 되겠어?
#Person1#: 일요일 아침 일찍 출발하는 항공편이라 그 시간엔 지하철이 없거든.
#Person2#: 아, 나도 다음 주 월요일까지 끝내야 할 숙제가 너무 많아. 수요일에 시험 있는 거 알잖아. 택시를 불러봐. 교통량이 별로 없을 테니 그렇게 비싸진 않을 거야.
#Person1#: 맞아. 그런데 돈보다 시간이 더 걱정돼.
#Person2#: 아침에 도로에 택시가 없을 것 같아?
#Person1#: 맞아. 탈 수 없을 거고 비행기를 놓칠지도 몰라. 네가 도와주는 걸 설명하면 선생님이 너를 봐줄 수도 있을 거야.
#Person2#: 그랬으면 좋겠지만, 기말고사를 빠져도 될지는 모르겠어. 내 이웃이 때때로 시내로 사람들을 태워다줘. 그 사람들이 주차비 10달러를 아끼고 그 사람에게 6달러를 줘.
#Person1#: 그분이 날 태워줄 수 있을까?
#Person2#: 번호 줄게, 직접 물어봐.",빌은 힐다에게 일요일 이른 아침에 공항까지 태워달라고 요청했다. 그는 지하철이나 택시를 이용하기 어려울 것 같아 걱정했다. 그러나 힐다는 학업 과제로 바빠서 그녀의 이웃을 추천해 주었다.,공항까지의 이동
train_6179-rp,"#Person1#: 시계가 정말 멋지네요. 반지와도 잘 어울리세요.
#Person2#: 고마워요.
#Person1#: 그 반지는 결혼반지인가요?
#Person2#: 아직 결혼은 안 했어요. 약혼반지예요.
#Person1#: 아, 축하해요. 결혼식은 언제죠?
#Person2#: 6월에 해요.
#Person1#: 시계보다 반지를 먼저 사신 건가요?
#Person2#: 시계를 사고 나서 같이 반지도 샀어요.
#Person1#: 좋은 선택을 하셨네요. 정말 어울리세요.
#Person2#: 감사합니다.
#Person1#: 시계는 어떤 브랜드인가요?
#Person2#: 태그호이어예요.
#Person1#: 실례가 안 된다면, 가격도 여쭤봐도 될까요?
#Person2#: 이건 1500달러예요. 보통 600달러에서 3000달러까지 다양해요.
#Person1#: 그렇게 멋져 보이네요. 역시, 비싼 게 좋네요. 돈값을 하네요.
#Person2#: 진짜 그렇죠. 평범한 시계 여러 개보다는 좋은 시계 하나가 나아요.",#Person1#은 #Person2#의 시계가 아름답고 #Person2#의 약혼반지와 잘 어울린다고 생각했습니다. #Person2#는 #Person1#에게 시계가 태그호이어 브랜드이고 가격은 1500달러라고 설명했습니다.,태그호이어 시계와 약혼반지
train_4233-rp,"#Person1#: 안녕, Jason. 우리 학교 영화관에서 내일 파이널 데스티네이션 3를 상영하는데, 보러 갈까 생각 중이야.
#Person2#: 그거 공포 영화 맞아?
#Person1#: 맞아, 나는 공포 영화를 정말 좋아해. 내일 같이 갈래?
#Person2#: 그럴 리가. 너무 무서울 것 같아.
#Person1#: 농담 아니야, 네가 그렇게 겁낼 줄은 몰랐어.
#Person2#: 뭐야, 싸우자는 거야?
#Person1#: 알았어, 농담 그만하고, 너는 무슨 영화를 좋아해?
#Person2#: 음, 로맨스, 코미디, 다큐멘터리, 액션, SF, 애니메이션 같은 거?
#Person1#: 그럼 공포 영화 빼고 다 좋아한다는 거네.
#Person2#: 맞아. 우리가 영화 취향은 좀 다른 것 같아.
#Person1#: 완전히 그렇지는 않아. 나도 로맨스와 코미디를 정말 좋아해.
#Person2#: 예를 들면 노트북 같은 거?
#Person1#: 정말? 그 영화 들어본 적 없어.
#Person2#: 그럼, 이번에 같이 즐길 수 있는 좋은 기회가 될 거야. 너도 좋아할 거야.
#Person1#: 좋아. 빨리 보고 싶다. 가자!","#Person1#이 #Person2#를 공포 영화 보러 초대했지만, #Person2#는 공포 영화를 싫어했습니다. 대신 두 사람은 로맨스와 코미디 영화를 좋아해서 노트북을 보기로 합의했습니다.",영화 취향
train_2183-rp,"#Person1#: 안녕! 요즘 어때?
#Person2#: 별로 좋지 않아. 병원에 가는 중이야. 몇 일 동안 몸이 안 좋아.
#Person1#: 어디가 아프니? 기침이 나거나 감기 걸렸어?
#Person2#: 모르겠어. 그냥 피곤하고 기운이 없어.
#Person1#: 아마도 너무 열심히 일해서 그럴지도. 네 일은 스트레스가 많잖아.
#Person2#: 그럴지도. 게다가 입맛도 없어. 뭔가 이상한 것 같아.
#Person1#: 병원에서 뭔가 진단하고 처방해 줄 거야. Dr. Jameson은 신뢰할 만한 의사야.
#Person2#: 맞아. 10시에 예약했어. 이제 가야겠어.
#Person1#: 알겠어. 빨리 나아지길 바래. 좀 쉬어가면서 해야 돼. 아마 의사 선생님도 쉬라고 할 거야.",#Person2#는 피로와 식욕 부진을 호소하며 병원에 가고 있습니다. #Person1#은 #Person2#의 건강 상태를 걱정하며 빠른 회복을 바라고 있습니다.,건강 문제
train_6067-rp,"#Person1#: 번지점프 참가자들은 출발 지점에서 깊게 숨을 들이마신 후 머리부터 아래로 도약해. 바람의 소용돌이를 느끼며 급강하하고, 줄을 만나 공중에 튕겨 오르지. 몇 초가 긴장으로 가득 차서 지나가 버려.
#Person2#: 정말 대단한 용기가 필요해. 줄 하나에 자신의 생명을 맡기는 거니까.
#Person1#: 어떤 젊은 프랑스 친구가 처음 번지점프를 했을 때의 이야기를 해줬어. 줄을 묶고 플랫폼으로 가는 길에는 너무 긴장했다고 해. 아래를 내려다보면서 더 긴장했고, 줄이 끊어지면 어떻게 될까 걱정했지만, 그 걱정은 쓸데없었대. 돌아서면 사람들이 뭐라고 할까봐 두려워서 마음을 다잡고 아래로 몸을 숙였대. 귀에는 바람 소리가 휙휙 지나가고 몸이 빠르게 내려갔대. 30초 동안 줄을 타고 올라갔는데, 긴장으로 7, 8초로 느껴졌대. 높은 곳에서 공중으로 튕겨 올라갈 때 갑자기 안도감이 들었다고 해. 그렇게 긴장하지 않고 오히려 편안했대.
#Person2#: 그런 편안함은 인생에서 쉽게 느껴지지 않지.","#Person1#은 #Person2#에게 한 프랑스 청년의 첫 번지점프 경험을 이야기합니다. #Person2#는 번지점프가 큰 용기를 요하며, 그런 편안함은 인생에서 드물게 찾아온다고 말합니다.",익스트림 스포츠
train_2998-rp,"#Person1#: 렌즈 매직에 오신 것을 환영합니다. 무엇을 도와드릴까요?
#Person2#: 저렴한 가격의 카메라를 찾고 있어요.
#Person1#: 저희 가게에는 간단한 기능의 카메라들이 있습니다. 모두 오토포커스 및 내장 플래시가 있는 35mm 컴팩트 카메라입니다. 폴라로이드 타입의 카메라도 있어요.
#Person2#: 폴라로이드 카메라도 괜찮아 보이네요. 이 35mm 카메라는 플래시가 자동으로 작동하나요?
#Person1#: 네, 자동으로 작동합니다. 하지만 필요 없으면 끌 수도 있어요.
#Person2#: 그럼 이걸로 결정했어요. 배터리와 케이스는 함께 제공되나요?
#Person1#: 네, 모두 포함됩니다. 포장해 드릴게요.",#Person2#는 #Person1#의 도움을 받아 저렴한 가격의 카메라를 구매하기로 결정했습니다.,카메라 구매
train_7689-rp,"#Person1#: 법정을 조용히 하세요!
#Person2#: 저도 변론하고 싶습니다.
#Person1#: 뭐라고요?
#Person2#: 저는 이 사건에 대해 무죄라고 주장하고 싶습니다.
#Person1#: 모든 증거가 당신을 가리키고 있다는 걸 알고 있나요?
#Person2#: 네, 알고 있습니다. 하지만 저는 그 일을 하지 않았습니다.
#Person1#: 증거가 많은데 어떻게 그렇게 확신하죠?
#Person2#: 저는 그 범죄를 저지르지 않았습니다.
#Person1#: 혹시 누가 범죄를 저질렀는지 알고 있나요?
#Person2#: 제가 범인을 알려주면, 저를 석방해 주실 건가요?
#Person1#: 그런 협상은 가능할지도 모릅니다.
#Person2#: 제가 가진 모든 정보를 알려드리겠습니다.","#Person2#가 무죄를 주장하며, #Person1#에게 정보를 제공하면 풀어주겠다는 협상을 제안합니다.",법정에서의 협상
train_4863-rp,"#Person1#: 제인, 오늘 오후 1시에 회의가 예정되어 있는데, 준비는 모두 마쳤니?
#Person2#: 네, 밀러 씨. 회의는 3층 회의실에서 진행할 예정입니다.
#Person1#: 그렇군요. 이번 회의는 매우 중요한데, 회의 시작 전에 손님들은 어디서 맞이할 계획인가요?
#Person2#: 손님들은 식당에서 맞이하려고 합니다. 그곳이 넓어서 편리할 것 같아요.
#Person1#: 회의에는 여러 외국인 손님들도 참석할 예정이네요.
#Person2#: 통역사를 준비했는데, 외국인 손님들이 영어를 할 수 있다고 하셔서 필요 없을 수도 있어요.
#Person1#: 그렇다면 나도 천천히 말하려고 합니다. 손님들의 자리는 어떻게 배치할 건가요, 제인?
#Person2#: 손님들의 자리는 회의 테이블에 이름표를 붙여 배치했습니다. 음료는 언제 제공할까요, 밀러 씨?
#Person1#: 음, 내 발표가 끝난 후에 휴식 시간에 음료를 제공하는 게 좋겠네요.
#Person2#: 알겠습니다.","제인과 밀러 씨는 오후 1시에 열리는 회의의 준비 사항을 논의하며, 손님 맞이와 자리 배치에 대해 협의합니다.",회의 준비 상황 논의
train_4220-rp,"#Person1#: 안녕하세요, 아파트 관리인님과 통화할 수 있을까요?
#Person2#: 안녕하세요, 아파트 관리인입니다.
#Person1#: Main Street에 위치한 임대 아파트에 대해 문의하고자 전화 드렸습니다.
#Person2#: 관심 있으신가요? 아파트를 실제로 보실 계획이신가요?
#Person1#: 그렇습니다. 꼭 보고 싶어요.
#Person2#: 오늘 오후 6시쯤 시간이 어떠신가요?
#Person1#: 그 시간에 맞춰 갈 수 있습니다.
#Person2#: 그럼 6시에 뵙겠습니다. 오시는 길은 잘 아시는지요?
#Person1#: 예전에 그 지역에 거주했었어요.
#Person2#: 그럼 도착하시면 신청서를 드리겠습니다.
#Person1#: 좋습니다. 필요한 준비물이 있을까요?
#Person2#: 아니요, 본인만 오시면 됩니다.",#Person1#은 #Person2#와 통화하여 오늘 오후 6시에 임대 아파트를 방문하기로 했습니다.,아파트 방문 예약
train_428-rp,"#Person1#: 지난 1분기의 어려운 상황을 다 지나왔으니, Ed. 좋은 소식이 있는지 말해봐. 이번 달의 매출 상황은 어떻게 되나?
#Person2#: 음, 사장님... 먼저 좋은 소식을 들으시겠어요, 아니면 더 나은 소식을 들으시겠어요?
#Person1#: 뭐라고? Ed, 설마 모든 소식이 나쁜 거야?
#Person2#: 사장님, 지난달 매출이 50%나 떨어졌습니다. 현재 재고가 과잉이고 직원 수가 너무 많으며, 이익이 빠르게 감소하고 있어요. 시장 상황이 침체되어 있고, 재고를 줄이거나 직원을 해고할 방법도 없습니다. 해고를 고려하면 새로운 보상 패키지 규정 때문에 비용이 엄청나게 들 거예요. 정말 어려운 상황입니다.
#Person1#: 이런... 우리가 손해를 얼마나 빨리 보고 있는 거야?
#Person2#: 음... 어떻게 설명해야 할까요? 이 속도로는 세 달 내에 파산 신청을 해야 할 겁니다.
#Person1#: 뭐라고? 이런, 어떻게 이런 일이... 그럼 더 나쁜 소식은 뭐야?
#Person2#: 아, 그게 더 나쁜 소식이에요. 우리 제품의 절반이 공급업체의 품질 관리 문제로 인해 불량입니다. 지난 분기 판매한 모든 물품을 회수해야 할 겁니다. 그리고 최악의 부분은? 이 비용을 우리가 부담해야 한다는 거죠.
#Person1#: 농담하는 거지? 지금 당장 공급업체에 연락해! 이 문제 비용은 그들이 지불해야지!
#Person2#: 시도해봤지만, 사장님. 공장이 파산했고, 소유주는 해외로 도망간 것 같아요.
#Person1#: 우리 망했어!
#Person2#: 정말 좋은 소식이 하나 있긴 해요!
#Person1#: 정말? 뭐야?
#Person2#: 새로운 직장 제안을 받았어요!","Ed는 #Person1#에게 회사의 매출이 크게 감소하고 판매된 제품의 절반이 불량이라는 두 가지 심각한 문제를 알립니다. 회사는 파산 신청을 고려해야 하며, 공급업체의 문제로 인해 제품 회수에 드는 비용을 자체 부담해야 하는 상황입니다.",매출 하락과 품질 문제
